Appliance_ID,Purchase_Date,Appliance_Category,Brand,Purchase_Channel,Region,City,Purchase_Price_INR,Appliance_Age_Years,Household_Size,Daily_Usage_Hours,Annual_Usage_Hours,Usage_Intensity_Score,Service_Calls_Last_12M,Repair_History,Prior_Claims,Extended_Warranty,Claim_Filed,Claim_Outcome,Claim_Amount_INR,Claim_Probability,Claim_Risk_Level,Suggested_Annual_Premium_INR,Customer_Satisfaction
APP-00438,2024-10-26,Refrigerator,O General,Authorized Dealer,South,Kochi,27000,1.3,3,9.3,2909.0,6.2,1,Yes,1,Yes,0,No Claim,0,0.1517,Low,700,3.1
APP-00439,2022-10-10,Microwave,Onida,Unauthorized Reseller,South,Hyderabad,15000,0.3,6,1.1,445.0,1.9,0,No,0,Yes,0,No Claim,0,0.096,Low,400,4.7
APP-00440,2021-09-20,Refrigerator,Blue Star,Online Marketplace,South,Coimbatore,56500,0.8,1,7.1,2739.0,4.1,1,Yes,0,Yes,0,No Claim,0,0.1008,Low,1400,4.5
APP-00441,2024-08-19,Refrigerator,Panasonic,Unauthorized Reseller,West,Nagpur,40000,0.9,1,10.5,3362.0,6.7,2,Yes,1,No,1,Approved,34000,0.3171,Medium,1300,3.1
APP-00442,2025-09-20,Air Conditioner,Samsung,Online Marketplace,East,Siliguri,19500,1.2,6,12.5,4651.0,8.5,3,Yes,2,No,1,Partially Approved,17500,0.5359,High,900,1.5
APP-00443,2021-02-08,Refrigerator,Samsung,Authorized Dealer,Central,Gwalior,36000,2.9,2,3.1,1017.0,1.9,0,No,0,No,0,No Claim,0,0.0684,Low,900,3.7
APP-00444,2021-01-08,Air Conditioner,LG,Authorized Dealer,South,Bengaluru,31500,1.1,1,5.2,1951.0,3.3,1,Yes,0,Yes,0,No Claim,0,0.0623,Low,800,3.4
APP-00445,2021-03-03,Refrigerator,Godrej,Authorized Dealer,East,Bhubaneswar,61500,3.9,5,6.3,2184.0,4.9,1,Yes,0,Yes,0,No Claim,0,0.2633,Medium,2000,4.7
APP-00446,2025-01-06,Washing Machine,Blue Star,Authorized Dealer,North,Chandigarh,32500,4.5,2,2.9,1210.0,2.0,1,Yes,0,Yes,0,No Claim,0,0.214,Medium,1000,3.7
APP-00447,2022-04-11,Washing Machine,Haier,Online Marketplace,West,Vadodara,55500,0.6,1,1.3,538.0,1.3,1,Yes,1,No,0,No Claim,0,0.1213,Low,1400,3.4
APP-00448,2021-08-07,Microwave,Haier,Authorized Dealer,East,Kolkata,9500,2.0,3,1.5,609.0,1.4,0,Yes,0,No,0,No Claim,0,0.0563,Low,200,4.8
APP-00449,2024-10-28,Washing Machine,IFB,Authorized Dealer,Northeast,Imphal,21000,3.3,7,3.3,1321.0,3.3,2,Yes,0,No,1,Approved,19000,0.2514,Medium,700,3.6
APP-00450,2025-06-11,Refrigerator,Samsung,Online Marketplace,West,Mumbai,46500,1.3,2,7.2,2469.0,4.7,1,Yes,0,No,0,No Claim,0,0.0974,Low,1200,4.6
APP-00451,2023-08-18,Washing Machine,IFB,Authorized Dealer,North,Amritsar,45000,0.7,6,3.4,1320.0,3.6,0,Yes,0,No,0,No Claim,0,0.0586,Low,1100,4.6
APP-00452,2025-08-27,Microwave,O General,Authorized Dealer,Central,Raipur,18000,1.7,4,2.6,835.0,2.7,1,Yes,0,Yes,0,No Claim,0,0.0701,Low,400,3.9
APP-00453,2022-03-23,Refrigerator,Samsung,Authorized Dealer,South,Hyderabad,50000,5.2,1,5.0,1616.0,3.1,2,Yes,1,Yes,0,No Claim,0,0.4192,Medium,1600,3.9
APP-00454,2024-08-29,Washing Machine,Blue Star,Online Marketplace,West,Ahmedabad,20000,7.6,7,3.2,1236.0,3.6,2,Yes,1,Yes,1,Approved,23500,0.8167,High,900,3.7
APP-00455,2021-10-08,Washing Machine,Onida,Online Marketplace,North,Dehradun,36000,1.7,6,3.3,1345.0,3.8,0,No,0,No,0,No Claim,0,0.1253,Low,900,4.7
APP-00456,2021-04-13,Washing Machine,Haier,Authorized Dealer,North,Jaipur,60000,1.8,2,2.0,669.0,2.0,0,No,0,Yes,0,No Claim,0,0.0742,Low,1500,3.3
APP-00457,2021-12-23,Washing Machine,Whirlpool,Online Marketplace,West,Surat,51500,0.5,7,2.8,1046.0,3.3,1,Yes,0,Yes,0,No Claim,0,0.1114,Low,1300,3.4
APP-00458,2024-08-30,air conditioner,LG,Authorized Dealer,North,Lucknow,38500,-5.9,5,7.3,2703.0,5.5,1,Yes,1,No,0,No Claim,0,0.3047,Medium,1200,3.6
APP-00459,2022-06-23,Refrigerator,IFB,Authorized Dealer,North,Jaipur,45000,1.3,7,9.0,3049.0,6.8,1,Yes,0,No,0,No Claim,0,0.128,Low,1100,3.8
APP-00460,2022-09-19,Air Conditioner,Bosch,Online Marketplace,South,Kochi,67500,0.2,4,7.1,2372.0,5.2,1,Yes,1,No,0,No Claim,0,0.1324,Low,1700,2.0
APP-00461,2025-06-25,Refrigerator,Panasonic,Authorized Dealer,North,Jaipur,44500,3.9,6,8.4,3036.0,6.5,1,Yes,1,No,0,No Claim,0,0.3629,Medium,1400,3.7
APP-00462,2022-02-03,Washing Machine,Whirlpool,Authorized Dealer,North,Amritsar,25500,2.7,6,5.0,1814.0,4.1,0,No,0,No,0,No Claim,0,0.108,Low,600,3.5
APP-00463,2021-07-21,Air Conditioner,Onida,Authorized Dealer,South,Bengaluru,18500,3.0,7,16.0,5416.0,10,1,Yes,0,Yes,1,Approved,15500,0.3612,Medium,600,3.4
APP-00464,2024-11-25,Air Conditioner,Whirlpool,Authorized Dealer,South,Bengaluru,23500,1.0,1,7.2,2671.0,4.8,2,Yes,0,Yes,0,No Claim,0,0.1027,Low,600,3.4
APP-00465,2022-05-06,Microwave,Godrej,Unauthorized Reseller,West,Mumbai,9000,4.3,5,0.5,176.0,1.7,2,Yes,0,No,0,No Claim,0,0.3992,Medium,300,2.9
APP-00466,2021-12-19,Air Conditioner,Godrej,Authorized Dealer,Northeast,Imphal,50500,9.5,6,8.2,3433.0,6.1,1,Yes,1,Yes,1,Approved,59000,0.8614,High,2200,4.9
APP-00467,2023-02-20,Refrigerator,Panasonic,Online Marketplace,West,Pune,56500,0.4,6,7.3,2865.0,5.9,0,No,0,Yes,0,No Claim,0,0.0976,Low,1400,3.7
APP-00468,2025-06-08,Refrigerator,Whirlpool,Authorized Dealer,South,Hyderabad,59000,5.0,4,6.2,2289.0,4.7,3,Yes,1,No,0,No Claim,0,0.528,High,2600,3.4
APP-00469,2022-02-07,Refrigerator,Samsung,Online Marketplace,South,Kochi,21500,8.0,3,8.4,3016.0,5.6,1,Yes,0,Yes,1,Approved,22500,0.6397,High,900,4.0
APP-00470,2023-08-19,Microwave,LG,Authorized Dealer,Northeast,Guwahati,14500,1.1,6,0.6,246.0,2.1,1,Yes,1,Yes,0,No Claim,0,0.0939,Low,400,3.8
APP-00471,2025-12-06,Air Conditioner,Samsung,Authorized Dealer,East,Bhubaneswar,40500,0.2,2,8.6,3443.0,5.8,1,Yes,1,No,0,No Claim,0,0.0871,Low,1000,3.2
APP-00472,2025-11-23,Microwave,Voltas,Authorized Dealer,Northeast,Guwahati,12500,9.2,4,1.4,493.0,2.1,2,Yes,1,Yes,0,No Claim,0,0.7787,High,500,4.3
APP-00473,2024-02-11,Washing Machine,LG,Authorized Dealer,North,Lucknow,24000,0.5,6,1.4,475.0,1.9,0,No,0,No,0,No Claim,0,0.0366,Low,600,5
APP-00474,2024-03-06,Washing Machine,IFB, Unauthorized Reseller ,North,Dehradun,35000,5.4,7,4.4,1774.0,4.6,1,Yes,1,Yes,1,Partially Approved,34000,0.7215,High,1500,3.6
APP-00475,2022-07-28,Refrigerator,Bosch,Authorized Dealer,Central,Raipur,29500,9.5,2,6.6,2758.0,4.2,2,Yes,2,Yes,0,No Claim,0,0.8809,High,1300,3.4
APP-00476,2021-12-09,Refrigerator,Haier,Authorized Dealer,North,Delhi,44000,9.5,6,7.9,2684.0,6.2,1,Yes,2,Yes,1,Approved,57000,0.908,High,1900,3.8
APP-00477,2022-10-15,Refrigerator,Godrej,Authorized Dealer,Northeast,Shillong,40500,4.5,7,10.5,3450.0,8.0,3,Yes,1,Yes,1,Approved,42500,0.6889,High,1800,3.1
APP-00478,2024-11-04,Air Conditioner,O General,Authorized Dealer,East,Bhubaneswar,40500,5.3,4,4.3,1458.0,3.4,1,Yes,1,Yes,0,No Claim,0,0.3963,Medium,1300,4.8
APP-00479,2024-04-17,Washing Machine,Haier,Authorized Dealer,South,Kochi,20500,8.9,2,2.2,727.0,1.5,1,Yes,2,Yes,1,Approved,23000,0.8242,High,900,3.3
APP-00480,2025-07-13,Refrigerator,O General,Online Marketplace,South,Thiruvananthapuram,37000,1.9,4,5.7,2087.0,4.4,3,Yes,2,No,0,No Claim,0,0.4465,High,1600,3.2
APP-00481,2025-02-15,Refrigerator,LG,Authorized Dealer,West,Nagpur,47500,5.9,7,,1505.0,4.5,1,Yes,0,No,0,No Claim,0,0.3141,Medium,1500,4.2
APP-00482,2023-02-08,Microwave,Whirlpool,Online Marketplace,South,Hyderabad,13000,1.3,5,0.7,219.0,1.9,,Yes,0,No,0,No Claim,0,0.0789,Low,300,4.1
APP-00483,2025-12-10,Washing Machine,Godrej,Online Marketplace,South,Bengaluru,25000,3.4,6,2.1,847.0,3.1,1,Yes,0,No,0,No Claim,0,0.2543,Medium,800,3.7
APP-00484,2022-06-05,Air Conditioner,Voltas,Unauthorized Reseller,Central,Gwalior,60000,6.1,5,12.7,4422.0,8.3,3,Yes,1,Yes,1,Partially Approved,70000,0.8974,High,2600,2.0
APP-00485,2024-07-05,Refrigerator,Bosch,Online Marketplace,West,Mumbai,29000,0.2,4,9.2,3566.0,6.2,2,Yes,2,No,0,No Claim,0,0.2841,Medium,900,2.1
APP-00486,2025-03-04,Washing Machine,Godrej,Online Marketplace,North,Amritsar,59500,0.3,5,3.3,1380.0,3.6,0,No,0,No,0,No Claim,0,0.0724,Low,1500,3.6
APP-00487,2025-05-02,Washing Machine,Whirlpool,Online Marketplace,East,Guwahati,26000,5.5,6,4.9,1837.0,4.6,2,Yes,1,Yes,1,Rejected,27000,0.6702,High,1100,2.8
APP-00488,2021-05-21,Air Conditioner,Samsung,Authorized Dealer,North,Dehradun,56500,6.8,4,4.1,1702.0,3.1,1,Yes,0,No,0,No Claim,0,0.3571,Medium,1800,3.0
APP-00489,2023-07-03,Air Conditioner,Whirlpool,Online Marketplace,West,Vadodara,83000,9.5,4,6.6,2637.0,4.7,2,Yes,0,No,1,Approved,117500,0.7975,High,3600,3.7
APP-00490,2024-02-04,Air Conditioner,Godrej,Online Marketplace,East,Kolkata,27000,2.4,1,7.8,2528.0,4.8,1,Yes,0,Yes,0,No Claim,0,0.2102,Medium,900,3.8
APP-00491,2021-05-01,Microwave,Voltas,Online Marketplace,Northeast,Agartala,14000,0.9,2,1.1,449.0,1.0,1,Yes,1,No,0,No Claim,0,0.111,Low,400,3.0
APP-00492,2022-02-08,Refrigerator,Godrej,Authorized Dealer,East,Bhubaneswar,,0.3,5,5.6,2020.0,4.6,1,Yes,0,No,0,No Claim,0,0.0702,Low,600,3.5
APP-00493,2024-09-12,Microwave,Whirlpool,Online Marketplace,West,Mumbai,12500,4.0,7,0.2,70.0,2.1,0,No,0,No,0,No Claim,0,0.1574,Low,300,4.0
APP-00494,2022-01-03,Refrigerator,Blue Star,Authorized Dealer,South,Thiruvananthapuram,43500,1.9,5,4.7,1955.0,4.2,1,Yes,1,Yes,0,No Claim,0,0.1832,Medium,1400,3.6
APP-00495,2025-08-23,Refrigerator,Bosch,Authorized Dealer,West,Nagpur,36500,9.5,1,12.1,5008.0,7.1,4,Yes,2,Yes,1,Approved,57000,0.9489,High,1600,1.9
APP-00496,2021-01-04,Washing Machine,LG,Online Marketplace,East,Ranchi,27500,3.6,1,2.2,764.0,1.2,2,Yes,1,No,0,No Claim,0,0.3066,Medium,900,3.0
APP-00497,2025-03-06,Refrigerator,Whirlpool,Online Marketplace,South,Kochi,42000,4.5,5,5.5,2082.0,4.2,1,Yes,1,No,0,No Claim,0,0.4243,High,1800,2.9
APP-00498,2022-06-28,Microwave,Voltas,Online Marketplace,West,Surat,12500,1.3,4,2.7,1076.0,2.5,1,Yes,0,No,0,No Claim,0,0.0956,Low,300,4.2
APP-00499,2023-04-20,Refrigerator,LG,Authorized Dealer,East,Ranchi,60000,0.5,2,6.2,1952.0,4.3,1,Yes,1,No,0,No Claim,0,0.0771,Low,1500,4.4
APP-00500,2025-10-06,Air Conditioner,LG,Online Marketplace,East,Ranchi,77000,1.6,1,11.7,4334.0,7.4,2,Yes,1,Yes,1,Approved,67000,0.2982,Medium,2500,2.9
APP-00501,2024-11-06,Air Conditioner,Godrej,Authorized Dealer,West,Pune,63500,4.9,2,10.3,3517.0,6.4,1,Yes,1,Yes,1,Approved,60500,0.4928,High,2800,2.7
APP-00502,2024-04-13,Washing Machine,Blue Star,Authorized Dealer,East,Guwahati,58500,2.1,7,1.6,636.0,2.6,0,No,0,No,0,No Claim,0,0.0811,Low,1500,4.3
APP-00503,2023-03-06,Refrigerator,Onida,Authorized Dealer,North,Delhi,35500,0.6,6,8.2,3059.0,6.0,1,Yes,1,Yes,0,No Claim,0,0.183,Medium,1100,4.0
APP-00504,2025-05-16,Air Conditioner,Samsung,Authorized Dealer,North,Chandigarh,79500,0.2,1,7.1,2921.0,4.3,1,Yes,0,Yes,0,No Claim,0,0.0532,Low,2000,4.1
APP-00505,2024-01-18,Air Conditioner,Samsung,Authorized Dealer,East,Kolkata,72000,1.8,5,8.9,3157.0,6.7,2,Yes,1,No,1,Approved,64500,0.2315,Medium,2300,3.0
APP-00506,2025-07-19,Air Conditioner,Panasonic,Online Marketplace,South,Chennai,19500,4.6,7,11.6,4150.0,8.2,0,No,0,No,0,No Claim,0,0.3841,Medium,600,5
APP-00507,2021-07-11,Air Conditioner,O General,Authorized Dealer,East,Ranchi,36500,0.6,1,10.2,4029.0,6.1,1,Yes,0,Yes,0,No Claim,0,0.0714,Low,900,5
APP-00508,2025-03-10,Refrigerator,Blue Star,Authorized Dealer,West,Pune,34500,2.7,3,5.3,1736.0,3.8,1,Yes,0,No,1,Approved,25000,0.1158,Low,900,4.7
APP-00509,2022-12-15,Refrigerator,Voltas,Unauthorized Reseller,East,Bhubaneswar,74500,8.3,2,5.9,2081.0,4.1,3,Yes,1,No,1,Partially Approved,103000,0.8943,High,3300,3.6
APP-00510,2024-07-31,Refrigerator,Whirlpool,Authorized Dealer,East,Patna,65500,4.8,7,9.5,3804.0,7.1,2,Yes,0,Yes,0,No Claim,0,0.4368,High,2900,3.9
APP-00511,2021-07-06,Air Conditioner,LG,Online Marketplace,North,Dehradun,40500,2.3,7,12.1,4146.0,8.9,2,Yes,1,No,1,Partially Approved,33000,0.4175,Medium,1300,3.7
APP-00512,2025-02-08,Refrigerator,Samsung,Authorized Dealer,South,Hyderabad,30000,4.1,4,9.5,3296.0,6.6,2,Yes,1,Yes,0,No Claim,0,0.4371,High,1300,4.2
APP-00513,2023-11-19,Washing Machine,Voltas,Authorized Dealer,West,Vadodara,49500,2.6,2,1.4,439.0,1.4,1,Yes,0,No,0,No Claim,0,0.104,Low,1200,4.0
APP-00514,2022-09-05,Air Conditioner,Samsung,Unauthorized Reseller,North,Dehradun,42000,4.3,5,8.7,3068.0,6.7,1,Yes,0,Yes,1,Approved,33500,0.4534,High,1800,4.1
APP-00515,2023-11-05,Refrigerator,Samsung,Authorized Dealer,East,Siliguri,27500,0.9,2,11.7,4696.0,7.5,3,Yes,0,No,0,No Claim,0,0.1365,Low,700,3.9
APP-00516,2021-09-21,Washing Machine,Whirlpool,Unauthorized Reseller,South,Thiruvananthapuram,27000,1.2,7,3.3,1268.0,3.8,1,Yes,1,No,0,No Claim,0,0.2654,Medium,900,4.1
APP-00517,2023-06-09,Refrigerator,LG,Authorized Dealer,West,Ahmedabad,49500,3.3,3,7.8,2715.0,5.4,1,Yes,0,Yes,0,No Claim,0,0.161,Low,1200,4.1
APP-00518,2025-03-12,Refrigerator,O General,Online Marketplace,North,Chandigarh,51000,5.2,4,8.9,2860.0,5.8,1,Yes,1,No,1,Rejected,49000,0.497,High,2200,4.0
APP-00519,2025-06-14,Washing Machine,Whirlpool,Online Marketplace,South,Chennai,23500,0.7,6,4.8,1709.0,3.9,2,Yes,2,No,1,Approved,17000,0.3311,Medium,800,2.9
APP-00520,2025-01-13,Refrigerator,LG,Authorized Dealer,Central,Gwalior,21500,4.4,2,2.6,882.0,2.1,0,No,0,Yes,0,No Claim,0,0.1239,Low,500,4.9
APP-00521,2025-06-15,Microwave,Whirlpool,Authorized Dealer,North,Delhi,19500,3.7,4,3.2,1004.0,2.5,2,Yes,2,Yes,0,No Claim,0,0.4307,High,900,4.5
APP-00522,2022-02-20,Refrigerator,Whirlpool,Authorized Dealer,South,Chennai,23000,9.5,1,6.8,2250.0,4.0,3,Yes,2,No,1,Approved,34000,0.8959,High,1000,4.4
APP-00523,2021-11-05,Air Conditioner,Voltas,Authorized Dealer,North,Chandigarh,40000,9.1,1,4.8,1825.0,3.3,2,Yes,3,Yes,1,Approved,56500,0.9238,High,1800,3.3
APP-00524,2025-12-17,Refrigerator,O General,Authorized Dealer,South,Hyderabad,29000,0.2,5,5.9,2293.0,4.4,1,Yes,0,Yes,0,No Claim,0,0.0605,Low,700,3.3
APP-00525,2021-10-17,Washing Machine,Haier,Unauthorized Reseller,West,Surat,20000,0.3,2,1.7,545.0,1.3,1,Yes,2,No,0,No Claim,0,0.2598,Medium,600,3.1
APP-00526,2024-07-07,Air Conditioner,IFB,Authorized Dealer,South,Coimbatore,88000,9.5,4,9.6,3681.0,6.6,3,Yes,1,Yes,0,No Claim,0,0.9154,High,3800,3.0
APP-00527,2023-09-21,Air Conditioner,LG,Authorized Dealer,North,Amritsar,41000,3.8,6,5.8,2355.0,4.6,1,Yes,1,No,0,No Claim,0,0.2777,Medium,1300,4.5
APP-00528,2024-09-15,Air Conditioner,Blue Star,Unauthorized Reseller,East,Guwahati,78500,5.3,5,15.7,5627.0,10,3,Yes,2,Yes,1,Approved,90000,0.9229,High,3400,2.8
APP-00529,2024-05-28,Air Conditioner,Blue Star,Authorized Dealer,West,Mumbai,37000,1.3,1,7.8,2612.0,4.5,1, yes ,1,No,0,No Claim,0,0.1255,Low,900,3.9
APP-00530,2025-05-14,Washing Machine,Blue Star,Authorized Dealer,North,Jaipur,61500,2.8,6,1.6,664.0,2.5,0,No,0,No,1,Partially Approved,31000,0.0964,Low,1500,4.5
APP-00531,2023-10-14,Washing Machine,LG,Unauthorized Reseller,East,Bhubaneswar,27000,5.7,4,3.2,1105.0,2.9,3,Yes,0,No,1,Approved,30000,0.6013,High,1200,3.3
APP-00532,2025-06-02,Air Conditioner,Whirlpool,Authorized Dealer,South,Thiruvananthapuram,49000,1.3,5,15.3,4881.0,10,2,Yes,0,Yes,0,No Claim,0,0.2157,Medium,1600,3.8
APP-00533,2022-01-21,Washing Machine,Onida,Online Marketplace,North,Delhi,41000,4.2,5,2.8,1033.0,2.9,1,Yes,1,Yes,1,Approved,34000,0.4855,High,1800,3.3
APP-00534,2025-03-27,Air Conditioner,Whirlpool,Authorized Dealer,Northeast,Guwahati,77500,3.7,2,9.8,4080.0,6.6,0,No,0,Yes,0,No Claim,0,0.1676,Low,1900,5
APP-00535,2022-06-19,Microwave,Whirlpool,Authorized Dealer,Central,Jabalpur,21000,5.4,3,1.7,626.0,2.1,1,Yes,1,Yes,1,Rejected,17500,0.334,Medium,700,2.9
APP-00536,2022-04-07,Refrigerator,Godrej,Unauthorized Reseller,North,Delhi,52500,0.2,7,10.5,4098.0,7.7,1,Yes,1,Yes,0,No Claim,0,0.3416,Medium,1700,4.3
APP-00537,2024-04-02,Air Conditioner,Godrej,Online Marketplace,West,Pune,33500,9.5,3,7.3,2825.0,5.1,3,Yes,2,No,1,Approved,47500,0.9523,High,1500,3.2
APP-00538,2025-02-10,Air Conditioner,Panasonic,Online Marketplace,West,Pune,53500,4.6,4,4.7,1825.0,3.6,1,Yes,1,No,0,No Claim,0,0.4462,High,2300,2.1
APP-00539,2025-07-16,Refrigerator,O General,Authorized Dealer,Central,Raipur,43000,9.5,7,9.2,3210.0,7.5,4,Yes,2,No,1,Approved,69500,0.9501,High,1900,2.7
APP-00540,2021-09-06,Refrigerator,whirlpool,Authorized Dealer,Northeast,Guwahati,31000,0.2,2,7.1,2975.0,4.8,3,Yes,2,Yes,0,No Claim,0,0.265,Medium,1000,3.1
APP-00541,2022-09-06,Washing Machine,Haier,Online Marketplace,West,Mumbai,40500,6.5,4,3.9,1253.0,3.6,0,No,0,No,0,No Claim,0,0.4229,High,1800,3.7
APP-00542,2022-10-31,Refrigerator,Voltas,Unauthorized Reseller,West,Ahmedabad,52500,2.5,3,10.5,3730.0,7.2,1,Yes,1,No,1,Rejected,42500,0.4195,Medium,1700,4.0
APP-00543,2025-12-21,Air Conditioner,Voltas,Online Marketplace,East,Siliguri,24500,3.0,7,3.7,1454.0,3.8,2,Yes,1,Yes,0,No Claim,0,0.473,High,1100,2.8
APP-00544,2025-09-24,Refrigerator,Panasonic,Online Marketplace,North,Chandigarh,56000,2.5,5,5.6,2226.0,4.9,0, no ,0,No,0,No Claim,0,0.142,Low,1400,4.3
APP-00545,2023-10-30,Refrigerator,Bosch,Authorized Dealer,South,Hyderabad,26500,0.6,3,10.3,3629.0,6.9,2,Yes,2,Yes,0,No Claim,0,0.2689,Medium,800,4.4
APP-00546,2021-09-17,Microwave,Whirlpool,Unauthorized Reseller,West,Nagpur,18500,1.4,3,0.5,158.0,1.0,0,No,0,No,0,No Claim,0,0.0757,Low,500,3.1
APP-00547,2023-09-14,Air Conditioner,O General,Online Marketplace,Central,Raipur,40500,2.1,7,9.6,3457.0,7.7,0,No,0,No,0,No Claim,0,0.1497,Low,1000,4.0
APP-00548,2023-08-30,Washing Machine,Blue Star,Online Marketplace,Northeast,Shillong,31500,0.8,1,,533.0,0.8,0,No,0,No,0,No Claim,0,0.0505,Low,800,2.0
APP-00549,2023-02-13,Refrigerator,Haier,Authorized Dealer,South,Coimbatore,30500,0.2,3,11.6,4163.0,7.2,1,Yes,0,No,0,No Claim,0,0.0817,Low,800,3.5
APP-00550,2024-09-07,Washing Machine,IFB,Unauthorized Reseller,West,Vadodara,73000,1.2,5,1.6,547.0,2.3,0,No,0,Yes,0,No Claim,0,0.1431,Low,1800,3.9
APP-00551,2023-04-03,Refrigerator,Whirlpool,Unauthorized Reseller,South,Kochi,46000,0.4,3,8.4,2802.0,5.5,1,Yes,1,No,0,No Claim,0,0.1997,Medium,1500,3.0
APP-00552,2022-04-01,Refrigerator,Voltas,Authorized Dealer,North,Delhi,31000,0.4,3,4.8,1829.0,3.4,0,No,0,Yes,0,No Claim,0,0.05,Low,800,4.2
APP-00553,2024-10-22,Refrigerator,Whirlpool,Authorized Dealer,West,Ahmedabad,33000,1.4,2,4.2,1453.0,2.7,0,No,0,Yes,0,No Claim,0,0.0552,Low,800,3.3
APP-00554,2024-10-01,Refrigerator,Bosch,Authorized Dealer,East,Ranchi,76500,7.0,6,7.6,2408.0,6.0,2,Yes,1,Yes,0,No Claim,0,0.7039,High,3300,3.8
APP-00555,2025-08-31,Refrigerator,Voltas,Online Marketplace,Northeast,Guwahati,57000,5.3,6,7.4,2626.0,5.7,3,Yes,1,Yes,1,Approved,72500,0.764,High,2500,2.5
APP-00556,2023-12-05,Air Conditioner,Voltas,Authorized Dealer,Central,Indore,50500,0.2,6,7.6,2944.0,5.6,1,Yes,0,No,0,No Claim,0,0.0802,Low,1300,3.6
APP-00557,2025-12-04,Refrigerator,Whirlpool,Authorized Dealer,South,Kochi,56000,2.4,4,7.5,2601.0,5.1,1,Yes,0,No,0,No Claim,0,0.1211,Low,1400,3.8
APP-00558,2021-06-29,Microwave,Godrej,Online Marketplace,North,Dehradun,16000,2.1,4,0.2,82.0,1.5,1,Yes,0,Yes,0,No Claim,0,0.1346,Low,400,4.6
APP-00559,2024-11-26,Microwave,Whirlpool,Authorized Dealer,East,Bhubaneswar,11500,2.8,4,0.4,143.0,0.8,0,No,0,No,0,No Claim,0,0.0618,Low,300,4.0
APP-00560,2024-05-23,Microwave,IFB,Authorized Dealer,North,Dehradun,14500,1.0,6,2.4,899.0,3.0,1,Yes,1,Yes,0,No Claim,0,0.1306,Low,400,3.3
APP-00561,2023-09-23,Washing Machine,Samsung,Online Marketplace,East,Kolkata,27000,8.0,6,4.8,1587.0,4.1,3,Yes,0,No,1,Rejected,36500,0.7591,High,1200,3.3
APP-00562,2025-04-05,Washing Machine,Voltas,Online Marketplace,South,Thiruvananthapuram,36000,1.8,6,5.2,2008.0,4.2,1,Yes,1,Yes,1,Rejected,26500,0.3075,Medium,1200,3.3
APP-00563,2025-03-25,Washing Machine,Onida,Online Marketplace,South,Thiruvananthapuram,58000,0.9,5,3.6,1355.0,3.7,0,No,0,No,0,No Claim,0,0.0919,Low,1400,4.1
APP-00564,2021-03-08,Air Conditioner,Voltas,Unauthorized Reseller,North,Amritsar,49500,2.5,7,11.4,4225.0,8.7,3,Yes,1,No,1,Approved,53500,0.6724,High,2200,3.6
APP-00565,2022-06-11,Washing Machine,Samsung,Unauthorized Reseller,West,Pune,35500,1.9,6,1.1,372.0,2.1,0,No,0,No,0,No Claim,0,0.1278,Low,900,3.7
APP-00566,2022-03-14,Refrigerator,LG, Authorized Dealer ,East,Guwahati,33500,2.9,6,3.9,1541.0,3.7,2,Yes,1,Yes,0,No Claim,0,0.2803,Medium,1100,3.1
APP-00567,2024-07-23,Refrigerator,O General,Authorized Dealer,North,Lucknow,47000,0.3,1,11.1,4251.0,6.4,1,Yes,1,Yes,0,No Claim,0,0.1069,Low,1200,3.6
APP-00568,2025-08-27,Microwave,Blue Star,Unauthorized Reseller,South,Coimbatore,13000,3.1,5,1.7,660.0,2.3,1,Yes,1,No,0,No Claim,0,0.3228,Medium,400,3.0
APP-00569,2022-01-19,Air Conditioner,Whirlpool,Authorized Dealer,Central,Jabalpur,91500,2.4,4,7.3,3006.0,5.5,1,Yes,1,No,0,No Claim,0,0.1988,Medium,2900,3.3
APP-00570,2023-04-11,Refrigerator,Blue Star,Online Marketplace,South,Chennai,38500,6.3,4,6.2,2526.0,4.6,2,Yes,0,No,0,No Claim,0,0.5382,High,1700,4.1
APP-00571,2025-08-11,Air Conditioner,LG,Online Marketplace,South,Coimbatore,33000,2.6,1,7.7,2640.0,4.8,1,Yes,0,No,0,No Claim,0,0.1436,Low,800,3.9
APP-00572,2024-11-07,Washing Machine,Samsung,Unauthorized Reseller,West,Surat,31000,0.3,5,2.8,1056.0,2.5,1,Yes,2,No,0,No Claim,0,0.259,Medium,1000,3.1
APP-00573,2023-11-29,Refrigerator,LG,Online Marketplace,North,Jaipur,38500,4.1,3,4.7,1837.0,3.6,3,Yes,1,No,0,No Claim,0,0.4723,High,1700,2.3
APP-00574,2024-03-23,Refrigerator,O General,Online Marketplace,East,Guwahati,45500,6.7,3,7.4,2505.0,5.4,3,Yes,2,No,1,Approved,58500,0.831,High,2000,3.4
APP-00575,2022-07-30,Refrigerator,IFB,Unauthorized Reseller,South,Thiruvananthapuram,34500,4.3,7,10.5,4405.0,8.2,2,Yes,1,No,1,Approved,37000,0.7233,High,1500,4.1
APP-00576,2021-06-17,Refrigerator,LG,Authorized Dealer,South,Coimbatore,33500,0.6,5,3.0,1253.0,2.8,0,No,0,No,0,No Claim,0,0.0353,Low,800,4.0
APP-00577,2021-04-26,Refrigerator,Samsung,Online Marketplace,North,Dehradun,28500,9.5,4,10.6,3887.0,7.1,1,Yes,0,Yes,1,Approved,33000,0.791,High,1200,4.3
